orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate
1789,graham,1,"[('peter graham', 90), ('lindsey graham', 90), ('barney graham', 90), ('andrea graham', 90), ('billy graham', 90), ('lindsey o graham', 90), ('gray', 68), ('guancha', 62), ('kenneth gillingham', 60), ('stephanie grisham', 60), ('clare gerada', 60), ('j nadine gracia', 60), ('este geraghty', 60), ('tedros ahanom ghebreyesus', 60), ('john garamendi', 60), ('manu gautam', 60), ('mardi gras', 57), ('justin o grady', 50), ('azra ghani', 50), ('gary cohan', 50)]",lindsey o graham
1792,gray,1,"[('james grayson', 90), ('gregory gray', 90), ('gregory c gray', 90), ('dena grayson', 90), ('o grady', 73), ('mary anastasia o grady', 68), ('gary simon', 68), ('justin o grady', 68), ('gary procop', 68), ('gerald keusch', 68), ('graham', 68), ('travis gayles', 68), ('lacie gregory', 68), ('gregory byrd', 68), ('peter graham', 68), ('gary ross', 68), ('lindsey graham', 68), ('gerard anderson', 68), ('grant tarling', 68), ('gary cohan', 68)]",gregory c gray
1812,gregory gray,2,"[('gregory c gray', 95), ('gray', 90), ('gregory rigano', 77), ('gregory byrd', 75), ('gregory glenn', 72), ('lacie gregory', 70), ('gregory poland', 70), ('o grady', 69), ('george garcia', 64), ('greg rigano', 61), ('robert gary', 61), ('al gore', 61), ('gary leroy', 61), ('sophie gregoire trudeau', 60), ('gregor smith', 58), ('gena greher', 58), ('gary wagner', 58), ('greg roth', 57), ('greg brew', 57), ('kerry gateley', 56)]",gregory c gray
1819,guan,1,"[('guan yi', 90), ('wang guangfa', 90), ('guancha', 90), ('yi guan', 90), ('zeng guang', 90), ('kennedy ganti', 68), ('gianni bonelli', 68), ('ashraf ghani', 68), ('greg rigano', 68), ('gang wang', 68), ('prabhu gounder', 68), ('azra ghani', 68), ('tim garnett', 68), ('grant tarling', 68), ('gary bergman', 68), ('gregory rigano', 68), ('grant colfax', 68), ('gianrico farrugia', 68), ('celine gounder', 68), ('linkou chang gung', 68)]",guan yi
1820,guan yi,2,"[('yi guan', 95), ('guan', 90), ('kim yi dionne', 86), ('yuan', 68), ('gufran beig', 67), ('giuliani', 67), ('leung yiu hong', 64), ('cai yi', 62), ('yang hengjun', 61), ('yanzhong huang', 61), ('owen tsang tak yin', 61), ('linkou chang gung', 61), ('yu dan', 59), ('yi cui', 59), ('vin gupta', 59), ('chu yin', 57), ('wang yu', 57), ('guancha', 57), ('myra gutin', 56), ('ernie guzman', 56)]",yi guan
1827,gupta,1,"[('rahul gupta', 90), ('sanjay gupta', 90), ('sonal gupta', 90), ('sunetra gupta', 90), ('vin gupta', 90), ('erin gustafson', 72), ('manu gautam', 72), ('guan', 67), ('gaetan burgio', 54), ('gufran beig', 54), ('reutersyuri gripas washington', 54), ('myra gutin', 54), ('sonia giusto', 54), ('ernie guzman', 54), ('steven van gucht', 54), ('wang guangfa', 54), ('philippe gautret', 54), ('wally ghurabi', 54), ('candy gunther brown johnny', 54), ('austan goolsbee', 54)]",sunetra gupta
1839,hahn,1,"[('stephen m hahn', 90), ('stephen hahn', 90), ('steven hahn', 90), ('stephan hahn', 90), ('beatrice hahn', 90), ('han', 86), ('mahmoud hashemi shahroudi', 68), ('hana hayashi', 68), ('johan van hoof', 68), ('hwang seung sik', 68), ('jonathan haidt', 68), ('rod hochman', 68), ('stefan hanson', 68), ('tony holohan', 68), ('hina shah', 68), ('shuhan he', 68), ('john a hannah', 68), ('huang ping', 68), ('bill hanage', 68), ('brian hainline', 68)]",stephen m hahn
1851,han,1,"[('hana hayashi', 90), ('johan van hoof', 90), ('jonathan haidt', 90), ('stefan hanson', 90), ('tony holohan', 90), ('shuhan he', 90), ('john a hannah', 90), ('bill hanage', 90), ('jennifer hanscom', 90), ('hans kluge', 90), ('kimberly hanson', 90), ('jonathan hafetz', 90), ('hannah janeway', 90), ('matt hancock', 90), ('helgi johannsson', 90), ('jennifer hanrahan', 90), ('meilan han', 90), ('mark handley', 90), ('harsh vardhan', 90), ('hannah fry', 90)]",meilan han
1865,harris,1,"[('scott harris', 90), ('kamala harris', 90), ('alexia harrist', 90), ('harris ali', 90), ('robert harrison', 90), ('nadine burke harris', 90), ('patrice harris', 90), ('harris stratnyer', 90), ('larry harris', 90), ('harris faulkner', 90), ('harris faulker', 90), ('mark harris', 90), ('margaret harris', 90), ('drew harris', 90), ('charlene harrington', 75), ('jenny harries', 75), ('bob harrington', 75), ('heard garris', 75), ('elizabeth harrington', 75), ('robert hariri', 75)]",nadine burke harris
1867,harris faulker,2,"[('harris faulkner', 97), ('harris', 90), ('harris ali', 75), ('harry', 72), ('harry fay', 70), ('mark harris', 68), ('alexia harrist', 67), ('harris stratnyer', 67), ('drew harris', 67), ('larry harris', 66), ('scott harris', 64), ('kamala harris', 64), ('marcia flicker', 64), ('harry holzer', 62), ('patrice harris', 61), ('han', 60), ('thomas farley', 59), ('howard zucker', 59), ('margaret harris', 59), ('nadine burke harris', 58)]",harris faulkner
1870,harry,1,"[('harry potter', 90), ('john harry smith', 90), ('harry winer', 90), ('harry nespolon', 90), ('eudene harry', 90), ('harry fay', 90), ('harry holzer', 90), ('harvey', 73), ('harris', 73), ('scott harris', 72), ('kamala harris', 72), ('charlene harrington', 72), ('alexia harrist', 72), ('jenny harries', 72), ('bob harrington', 72), ('harris ali', 72), ('iraj harirchi', 72), ('jondhi harrell', 72), ('robert harrison', 72), ('larry hogan', 72)]",john harry smith
1877,harvey,1,"[('harvey karp', 90), ('thomas harvey', 90), ('harvey fineberg', 90), ('mr harvey', 90), ('harvey schiller', 90), ('harvey weinstein', 90), ('harley rouda', 75), ('harry', 73), ('eudene harry', 66), ('w david hardy', 66), ('harry fay', 62), ('hackney', 62), ('jennifer horney', 60), ('harry potter', 60), ('hilary jones', 60), ('charlene harrington', 60), ('jenny harries', 60), ('john harry smith', 60), ('jondhi harrell', 60), ('aya healthcare', 60)]",harvey weinstein
1885,head,1,"[('michael head', 90), ('katherine henderson', 68), ('robert hendershott', 68), ('muhiuddin haider', 68), ('cheryl healton', 68), ('jonathan haidt', 68), ('steuart henderson britt', 68), ('heba mostafa', 68), ('aya healthcare', 68), ('rachel thorn heathcock', 68), ('patty hajdu', 68), ('ana maria henao restrepo', 68), ('simon hewat', 68), ('craig hedberg', 68), ('nikole benders hadi', 68), ('richard horton', 68), ('jeffrey p henderson', 68), ('heather d rogers', 68), ('heard garris', 68), ('hadley king', 68)]",michael head
1912,henry miller,2,"[('henry i miller', 95), ('miller', 90), ('henry wu', 86), ('hajira dambha miller', 86), ('henry ji', 86), ('henry navarro delgado', 86), ('loren miller', 75), ('muller', 75), ('peter miller', 75), ('rohan miller', 75), ('andrew miller', 72), ('steven miller', 72), ('joel miller', 70), ('henry walke', 70), ('mark miller', 70), ('henry mcmaster', 69), ('christopher muller', 68), ('harvey schiller', 67), ('steve miller', 67), ('helena maier', 67)]",henry i miller
1927,hilde vichten,2,"[('hilde vochten', 92), ('vici', 68), ('michael hilb', 61), ('ville vuorinen', 59), ('howie choset', 56), ('howard cohen', 56), ('hagai levine', 56), ('alexander huang chieh cheng', 56), ('vaile wright', 56), ('hal stern', 55), ('helen chu', 55), ('victor shih', 55), ('till von wachter', 55), ('helen whately', 54), ('hollie coates', 54), ('victoria toilet', 54), ('howie', 54), ('michael head', 53), ('hilary lin', 52), ('voynich', 51)]",hilde vochten
1928,hilde vochten,2,"[('hilde vichten', 92), ('till von wachter', 62), ('ville vuorinen', 59), ('howie choset', 56), ('howard cohen', 56), ('alexander huang chieh cheng', 56), ('hye ok chung', 56), ('hilary rosen', 56), ('hal stern', 55), ('helen chu', 55), ('helen whately', 54), ('hollie coates', 54), ('howie', 54), ('michael hilb', 53), ('john hick', 52), ('voynich', 51), ('vortran', 51), ('john hospital', 51), ('chiu cheng hsun', 50), ('rod hochman', 50)]",hilde vichten
1932,hiroshi oshitani,2,"[('hitoshi oshitani', 94), ('hiroshi nishiura', 75), ('daichi oshimi', 62), ('hiroshige seko', 60), ('han', 60), ('rohini haar', 56), ('hai shao', 56), ('mitsutoshi horii', 56), ('harsh vardhan', 55), ('hossein hassanian', 55), ('john hospital', 55), ('hogan', 54), ('osita onugha', 54), ('osagie ehanire', 53), ('hassan rouhani', 53), ('luciano orsini', 53), ('rod hochman', 52), ('iraj harirchi', 52), ('hosier lane', 52), ('giovanni orsina', 52)]",hitoshi oshitani
1936,hitoshi oshitani,2,"[('hiroshi oshitani', 94), ('hiroshi nishiura', 69), ('daichi oshimi', 62), ('mitsutoshi horii', 62), ('han', 60), ('hai shao', 56), ('hossein hassanian', 55), ('john hospital', 55), ('hogan', 54), ('osita onugha', 54), ('hiroshige seko', 53), ('osagie ehanire', 53), ('hassan rouhani', 53), ('luciano orsini', 53), ('hosier lane', 52), ('giovanni orsina', 52), ('howie choset', 50), ('jonathan haidt', 50), ('stelios haji ioannou', 50), ('tony holohan', 50)]",hiroshi oshitani
1941,hogan,1,"[('sara hogan', 90), ('larry hogan', 90), ('warren hogan', 90), ('han', 75), ('morgan harper', 72), ('hahn', 67), ('hopland', 67), ('yu hongyan', 67), ('bala hota', 60), ('stephen hoge', 60), ('susy hota', 60), ('barbara l horn', 60), ('mrs hopland', 54), ('al holland', 54), ('jennifer horney', 54), ('leong hoe nam', 54), ('stephen m hahn', 54), ('howard weiss', 54), ('hana hayashi', 54), ('rodney howard browne', 54)]",warren hogan
1948,hopkins,1,"[('clare hopkins', 90), ('john hopkins', 90), ('susan hopkins', 90), ('claire hopkins', 90), ('johns hopkins', 90), ('stephen hoption cann', 64), ('laura huckins', 64), ('kirsten hokeness', 64), ('higgins', 57), ('hopland', 57), ('ho ming sho', 56), ('sunny hostin', 56), ('hastings', 53), ('ho pak leung', 53), ('mrs hopland', 51), ('choi jung hun', 51), ('lee hyukmin', 51), ('hiroshi nishiura', 51), ('mark hepokoski', 51), ('fred hutchinson', 51)]",claire hopkins
1949,hopland,1,"[('mrs hopland', 90), ('kevin hopland', 90), ('arnold hopland', 90), ('jeannie hopland', 90), ('judd hollander', 77), ('david holland', 77), ('al holland', 71), ('alison holman', 69), ('hogan', 67), ('tony holohan', 64), ('larry hogan', 60), ('han', 60), ('warren hogan', 60), ('hopkins', 57), ('hosier lane', 56), ('head', 55), ('hahn', 55), ('howie mandel', 53), ('ho pak leung', 53), ('clare hopkins', 51)]",jeannie hopland
1961,howie,1,"[('howie choset', 90), ('howie mandel', 90), ('hosier lane', 72), ('robin howe', 72), ('choi eun hwa', 72), ('hoover', 55), ('clare hopkins', 54), ('jennifer horney', 54), ('leong hoe nam', 54), ('choi jung hun', 54), ('stephen hoption cann', 54), ('muhiuddin haider', 54), ('howard weiss', 54), ('rodney howard browne', 54), ('thomas house', 54), ('howard forman', 54), ('asher hildebrand', 54), ('martin hibberd', 54), ('pan hwai tzong', 54), ('ho ming sho', 54)]",howie choset
1974,hunter,1,"[('mary hunter mcdonnell', 90), ('paul hunter', 90), ('w garrett hunt', 72), ('greg hunt', 72), ('kasie hunt', 72), ('jeremy hunt', 72), ('terre haute', 66), ('hun sen', 62), ('katherine henderson', 60), ('robert hendershott', 60), ('steuart henderson britt', 60), ('lindsay perez huber', 60), ('han', 60), ('jeffrey p henderson', 60), ('leonardo huertas', 60), ('james l henderson', 60), ('jeffrey henderson', 60), ('harris faulkner', 60), ('john huber', 60), ('homer venters', 60)]",mary hunter mcdonnell
1982,iain livingston,2,"[('iain livingstone', 97), ('li', 90), ('iain begg', 86), ('levin', 72), ('ian lipkin', 72), ('jessica levinson', 65), ('fang li', 64), ('paul levinson', 64), ('ian wilson', 64), ('ian tong', 61), ('liang zong an', 61), ('lin', 60), ('liu liang', 60), ('liu', 60), ('laurie levenson', 60), ('w ian lipkin', 59), ('zeng lingkong', 57), ('elaine larson', 57), ('brian long', 56), ('li liang', 56)]",iain livingstone
1990,ian lipkin,2,"[('w ian lipkin', 95), ('li', 90), ('iain livingston', 72), ('iain livingstone', 72), ('ming lin', 67), ('brian long', 60), ('lin', 60), ('marian liu', 60), ('liu liang', 60), ('imran khan', 60), ('hilary lin', 60), ('liu', 60), ('ian wilson', 60), ('fang li', 59), ('daniel levitin', 58), ('pina lalli', 57), ('zhao lijian', 57), ('ira longini', 57), ('li keqiang', 57), ('li liang', 56)]",w ian lipkin
1994,ian williams,2,"[('brian williams', 92), ('williams', 90), ('william', 90), ('ian tong', 86), ('ian hall', 86), ('patricia n whitley williams', 86), ('tesia williams', 85), ('tim williams', 83), ('amanda williams', 81), ('john williams', 80), ('brie williams', 80), ('kari williams', 80), ('paul williams', 80), ('randall williams', 79), ('chris williams', 77), ('david williams', 77), ('don williamson', 77), ('david r williams', 76), ('albert williams', 76), ('william hsiao', 76)]",brian williams
2046,jackson,1,"[('matthew jackson', 90), ('jackson browne jackson browne', 90), ('rob jackson', 90), ('ronny l jackson', 90), ('vicki jackson', 90), ('lisa jackson', 90), ('katrina jackson', 90), ('david jackson', 90), ('richard jackson', 90), ('jack stroh', 71), ('jason li', 67), ('william a jacobson', 64), ('jason oliver chang', 64), ('jason kindrachuk', 64), ('c jason wang', 64), ('jack dorsey', 64), ('jason adler', 64), ('jason persoff', 64), ('jason moats', 64), ('jason kindrachuck', 64)]",jackson browne jackson browne
2057,jaime diaz,2,"[('james diaz', 90), ('luis diaz izquierdo', 86), ('janet diaz', 80), ('jaime sanchez', 70), ('james todaro', 64), ('james cai', 63), ('benjamin dalziel', 63), ('daniel aobdia', 61), ('james findlay', 61), ('james t goodrich', 60), ('james watt', 60), ('james chin', 60), ('jim', 60), ('james gill', 60), ('james kahn', 60), ('james wood', 60), ('javier del aguila', 59), ('daniel diekema', 58), ('james goodrich', 58), ('rodriguez diaz', 58)]",james diaz
2080,james diaz,2,"[('jaime diaz', 90), ('james t goodrich', 86), ('luis diaz izquierdo', 86), ('maynard james keenan', 86), ('james l henderson', 86), ('james gasperino', 86), ('james a mckinnell', 86), ('janet diaz', 80), ('james cai', 74), ('james todaro', 73), ('james watt', 70), ('james chin', 70), ('james gill', 70), ('james kahn', 70), ('james findlay', 70), ('james wood', 70), ('james leduc', 67), ('james angel', 67), ('james black', 67), ('james leo', 67)]",jaime diaz
2084,james goodrich,2,"[('james t goodrich', 95), ('good', 90), ('goodrich', 90), ('james cai', 86), ('james leo', 86), ('james wood', 75), ('james moore', 72), ('james todaro', 69), ('james diaz', 67), ('james chin', 67), ('james gill', 67), ('james cook', 67), ('james robb', 64), ('james leduc', 64), ('james watt', 64), ('james town', 64), ('james kahn', 64), ('james stock', 64), ('james hodge', 64), ('james hildreth', 64)]",james t goodrich
2121,jamye coffman,2,"[('jayme coffman', 92), ('amy cho', 77), ('james coleman', 77), ('jay cook', 68), ('james logan', 67), ('james cai', 64), ('amy cohen', 64), ('james o loan', 64), ('gary cohan', 61), ('james town', 61), ('james kahn', 61), ('james chin', 61), ('james cook', 61), ('jim', 60), ('joshua coleman', 59), ('james angel', 58), ('james keany', 58), ('megan coffee', 56), ('mary cushman', 56), ('amy compton phillips', 56)]",jayme coffman
2146,janette nesheiwat,2,"[('jeanette nesheiwat', 97), ('janet baseman', 60), ('janet ward', 59), ('janet diaz', 59), ('jeanette young', 58), ('jason schwartz', 58), ('jean twenge', 58), ('jane rooney', 58), ('jeannette young', 56), ('neil de wet', 55), ('joanne spetz', 55), ('jeanne sheffield', 55), ('jane povey', 54), ('jane tyson', 54), ('kate jones', 54), ('neely', 54), ('jane greer', 54), ('nate smith', 54), ('alan jones', 54), ('jones', 54)]",jeanette nesheiwat
2154,jared evans,2,"[('jarred evans', 96), ('bryce evans', 73), ('jared a ellias', 72), ('jared baeten', 70), ('evan rieder', 69), ('paul evans', 67), ('eva larue', 66), ('shawn evans', 64), ('jake redden', 64), ('jared burks', 64), ('james keany', 64), ('kelly evans', 64), ('jonathan evans', 64), ('jeremy levin', 61), ('jamey keaten', 61), ('edzard ernst', 61), ('jared kushner', 59), ('janet baseman', 58), ('jorge salinas', 58), ('james coleman', 58)]",jarred evans
2163,jason kindrachuk,2,"[('jason kindrachuck', 97), ('jason reed', 86), ('jason li', 86), ('king', 68), ('jackson', 64), ('jason leitch', 64), ('soo kim', 64), ('jan rivkin', 63), ('john inazu', 62), ('katrina jackson', 62), ('kim', 60), ('josh king', 60), ('jean chin', 60), ('ron klain', 60), ('jason oliver chang', 59), ('jason adler', 59), ('jason moats', 59), ('vicki jackson', 59), ('jayson lusk', 59), ('john binder', 59)]",jason kindrachuck
2178,jay butler,2,"[('jay c butler', 95), ('jay bhattacharya', 86), ('peter jay hotez', 86), ('susan butler wu', 86), ('jay ritter', 70), ('jeremy beitler', 67), ('mary bousted', 64), ('arinjay banerjee', 63), ('james stoller', 61), ('jay inslee', 60), ('jayme deerwester cdc', 60), ('jane webber', 57), ('jason adler', 57), ('jared burks', 57), ('jake tapper', 57), ('tammy bruce', 57), ('jakub tolar', 57), ('jena lee', 56), ('juan bustamante', 56), ('jamie yutzie', 55)]",jay c butler
2191,jayme coffman,2,"[('jamye coffman', 92), ('jayme deerwester cdc', 86), ('james coleman', 77), ('jay cook', 68), ('james logan', 67), ('amy cho', 64), ('james cai', 64), ('james o loan', 64), ('gary cohan', 61), ('james town', 61), ('james kahn', 61), ('james chin', 61), ('james cook', 61), ('joshua coleman', 59), ('james angel', 58), ('james keany', 58), ('megan coffee', 56), ('mary cushman', 56), ('james todaro', 56), ('james mcavoy', 56)]",jamye coffman
2206,jeanette young,2,"[('jeannette young', 97), ('young', 90), ('young pak', 86), ('jeanette nesheiwat', 69), ('pampee young', 69), ('yuan', 68), ('jane tyson', 67), ('lawrence young', 64), ('jean twenge', 64), ('jae jung', 64), ('duncan young', 62), ('jon bennett', 61), ('jolene', 60), ('otto yang', 60), ('jennifer tong', 59), ('janet englund', 59), ('janette nesheiwat', 58), ('jean cohen', 58), ('peter jung', 58), ('dannagal young', 57)]",jeannette young
